EV ID,Time of Arrival,Time of Departure,Initial SOC,Desired SOC,Duration of Stay,Maximum Battery Capacity
V1,09:03,17:17,21,80,08:14,49
V2,07:13,15:33,42,80,08:20,50
V3,09:21,18:30,18,80,09:09,62
V4,08:42,16:26,52,80,07:44,95
V5,08:30,15:49,58,80,07:19,70
V6,09:22,16:52,49,80,07:30,64
V7,10:51,17:58,18,80,07:07,86
V8,06:47,15:23,44,80,08:36,90
V9,07:05,16:22,13,80,09:17,71
V10,09:22,18:06,59,80,08:44,85
V11,08:26,17:34,33,80,09:08,58
V12,06:56,15:12,43,80,08:16,59
V13,07:49,14:47,51,80,06:58,51
V14,08:51,17:59,35,80,09:08,96
V15,09:33,18:16,39,80,08:43,54
V16,09:02,17:41,41,80,08:39,86
V17,06:38,11:52,41,80,05:14,98
V18,09:53,17:11,32,80,07:18,73
V19,07:32,15:36,32,80,08:04,97
V20,09:25,19:26,36,80,10:01,79
V21,12:59,14:59,60,80,02:00,56
V22,09:58,18:03,13,80,08:05,81
V23,09:01,17:05,35,80,08:04,94
V24,10:57,19:01,30,80,08:04,92
V25,07:01,08:59,46,80,01:58,50
V26,07:37,15:42,47,80,08:05,69
V27,07:33,09:32,45,80,01:59,49
V28,03:58,05:58,50,80,02:00,55
V29,06:09,08:09,35,80,02:00,40
V30,06:44,14:49,27,80,08:05,75
V31,08:40,16:45,32,80,08:05,53
V32,09:04,17:10,13,80,08:06,96
V33,06:13,14:18,22,80,08:05,82
V34,06:44,14:50,27,80,08:06,79
V35,08:40,16:47,34,80,08:07,49
V36,06:00,08:00,59,80,02:00,39
V37,14:29,22:35,39,80,08:06,52
V38,09:44,17:49,48,80,08:05,60
V39,09:20,17:24,22,80,08:04,56
V40,16:36,24:41,27,80,08:05,67
V41,12:37,20:42,19,80,08:05,78
V42,08:06,16:12,49,80,08:06,77
V43,07:35,15:40,54,80,08:05,61
V44,09:18,17:23,53,80,08:05,70
V45,05:50,13:56,51,80,08:06,72
V46,04:24,12:29,56,80,08:05,67
V47,13:38,17:43,17,80,04:05,41
V48,13:29,21:09,33,80,07:40,92
V49,11:45,15:47,58,80,04:02,70
V50,14:41,26:11,24,80,11:30,53
V51,14:49,17:18,34,80,02:29,49
V52,14:09,22:30,41,80,08:21,41
V53,10:22,18:06,20,80,07:44,100
V54,11:33,17:32,31,80,05:59,68
V55,12:14,16:18,60,80,04:04,61
V56,14:04,17:18,42,80,03:14,60
V57,11:17,17:52,32,80,06:35,70
V58,19:29,22:31,44,80,03:02,73
V59,09:58,14:44,48,80,04:46,81
V60,18:15,23:31,29,80,05:16,96
V61,07:17,12:22,29,80,05:05,48
V62,22:21,28:36,22,80,06:15,61
V63,15:03,22:23,44,80,07:20,88
V64,11:51,15:08,47,80,03:17,85
V65,14:37,22:28,44,80,07:51,64
V66,18:08,21:47,29,80,03:39,66
V67,15:13,23:52,14,80,08:39,42
V68,17:26,21:55,45,80,04:29,90
V69,12:15,19:42,25,80,07:27,42
V70,08:37,15:19,43,80,06:42,40
V71,14:45,18:41,43,80,03:56,94
V72,17:19,24:28,13,80,07:09,74
V73,11:29,21:00,15,80,09:31,71
V74,14:49,21:28,11,80,06:39,76
V75,12:49,17:55,33,80,05:06,99
V76,14:03,23:11,53,80,09:08,60
V77,11:48,19:50,31,80,08:02,66
V78,14:36,25:34,40,80,10:58,66
V79,14:26,17:03,41,80,02:37,59
V80,17:22,24:39,18,80,07:17,88
V81,15:46,21:58,36,80,06:12,55
V82,10:12,20:39,17,80,10:27,53
V83,15:09,26:27,31,80,11:18,40
V84,15:29,24:18,52,80,08:49,47
V85,23:16,27:24,39,80,04:08,74
V86,14:28,18:36,39,80,04:08,82
V87,13:35,23:20,27,80,09:45,44
V88,10:42,17:47,27,80,07:05,62
V89,16:16,23:39,16,80,07:23,39
V90,09:57,15:00,32,80,05:03,96
V91,20:49,24:25,42,80,03:36,84
V92,13:59,17:17,17,80,03:18,50
V93,18:24,24:48,26,80,06:24,50
V94,16:44,20:26,17,80,03:42,45
V95,14:07,25:16,12,80,11:09,55
V96,11:09,15:01,25,80,03:52,55
V97,09:38,12:29,55,80,02:51,53
V98,18:33,22:53,32,80,04:20,83
V99,15:16,20:37,18,80,05:21,82
V100,18:31,22:43,56,80,04:12,48
V101,10:30,20:58,18,80,10:28,57
V102,15:51,23:56,21,80,08:05,85
V103,09:23,14:09,37,80,04:46,90
V104,13:57,21:46,24,80,07:49,97
V105,19:40,27:47,14,80,08:07,64
V106,14:40,19:14,11,80,04:34,45
V107,09:42,12:07,26,80,02:25,42
V108,14:24,17:43,41,80,03:19,75
V109,15:55,21:12,34,80,05:17,63
V110,13:25,17:12,53,80,03:47,78
V111,10:37,16:22,53,80,05:45,92
V112,14:31,20:36,23,80,06:05,65
V113,20:42,35:43,10,80,15:01,55
V114,12:55,14:57,39,80,02:02,44
V115,19:06,21:27,37,80,02:21,49
V116,14:48,17:42,35,80,02:54,48
V117,14:15,17:10,38,80,02:55,44
V118,13:00,18:38,51,80,05:38,71
V119,15:53,21:07,47,80,05:14,48
V120,10:04,15:40,34,80,05:36,82
V121,17:02,19:25,59,80,02:23,52
V122,16:53,22:03,51,80,05:10,59
V123,14:42,17:15,53,80,02:33,58
V124,18:18,22:49,53,80,04:31,54
V125,14:37,22:27,44,80,07:50,93
V126,15:48,19:54,43,80,04:06,94
V127,17:33,20:41,48,80,03:08,83
V128,13:49,24:11,47,80,10:22,61
V129,10:11,14:16,29,80,04:05,47
V130,13:33,19:56,32,80,06:23,82
V131,08:30,13:26,24,80,04:56,83
V132,15:41,21:03,39,80,05:22,89
V133,14:09,18:10,55,80,04:01,44
V134,00:25,08:56,24,80,08:31,67
V135,18:10,30:18,57,80,12:08,72
V136,14:41,20:41,45,80,06:00,83
V137,01:52,13:33,45,80,11:41,57
V138,02:18,06:11,36,80,03:53,71
V139,08:22,15:02,23,80,06:40,69
V140,23:50,29:44,16,80,05:54,43
V141,06:37,16:09,40,80,09:32,90
V142,18:47,28:06,57,80,09:19,98
V143,00:53,14:04,40,80,13:11,42
V144,05:55,11:00,18,80,05:05,58
V145,02:41,06:55,40,80,04:14,95
V146,00:03,04:25,27,80,04:22,61
V147,07:01,12:20,43,80,05:19,99
V148,07:35,12:05,54,80,04:30,83
V149,22:03,28:07,34,80,06:04,57
V150,21:07,30:09,13,80,09:02,76
V151,11:26,15:13,45,80,03:47,94
V152,03:14,13:38,56,80,10:24,55
V153,09:42,20:47,22,80,11:05,94
V154,05:32,07:51,42,80,02:19,54
V155,16:53,27:55,33,80,11:02,57
V156,00:44,02:59,44,80,02:15,54
V157,19:33,31:25,36,80,11:52,51
V158,20:48,28:19,25,80,07:31,60
V159,04:10,07:47,31,80,03:37,68
V160,11:00,14:36,48,80,03:36,77
V161,08:01,14:06,54,80,06:05,98
V162,07:42,14:24,42,80,06:42,91
V163,22:23,26:12,36,80,03:49,44
V164,08:46,16:35,36,80,07:49,52
V165,07:34,11:47,58,80,04:13,72
V166,11:39,18:04,48,80,06:25,92
V167,09:06,13:49,11,80,04:43,56
V168,20:19,25:47,27,80,05:28,83
V169,18:05,20:59,45,80,02:54,72
V170,11:47,16:21,27,80,04:34,73
V171,16:22,20:14,37,80,03:52,64
V172,14:48,21:18,55,80,06:30,76
V173,21:06,27:19,47,80,06:13,57
V174,08:35,13:47,26,80,05:12,87
V175,14:45,17:54,37,80,03:09,66
V176,13:54,16:43,47,80,02:49,39
V177,16:26,19:41,48,80,03:15,86
V178,16:15,22:49,53,80,06:34,52
V179,16:50,21:12,41,80,04:22,99
V180,17:03,31:06,30,80,14:03,99
V181,08:08,11:29,34,80,03:21,66
V182,13:58,17:14,43,80,03:16,77
V183,15:23,21:29,22,80,06:06,48
V184,11:24,15:51,21,80,04:27,39
V185,17:33,24:39,28,80,07:06,72
V186,14:54,19:11,27,80,04:17,50
V187,14:23,24:12,24,80,09:49,90
V188,08:52,16:22,40,80,07:30,73
V189,12:14,17:35,51,80,05:21,93
V190,10:38,18:40,41,80,08:02,50
V191,12:05,32:35,24,80,20:30,86
V192,10:50,13:53,46,80,03:03,78
V193,17:00,22:01,43,80,05:01,52
V194,10:22,15:54,54,80,05:32,78
V195,18:12,23:52,25,80,05:40,97
V196,10:34,15:31,59,80,04:57,66
V197,14:44,24:00,32,80,09:16,85
V198,12:55,16:57,59,80,04:02,56
V199,12:17,29:57,41,80,17:40,55
V200,16:30,29:02,28,80,12:32,88
V201,09:24,12:40,36,80,03:16,67
V202,14:38,24:05,13,80,09:27,80
V203,17:09,20:48,42,80,03:39,85
V204,17:05,23:21,22,80,06:16,60
V205,16:19,19:43,29,80,03:24,40
V206,17:55,34:11,49,80,16:16,80
V207,16:37,21:21,50,80,04:44,65
V208,11:32,25:49,48,80,14:17,48
V209,16:27,20:17,24,80,03:50,64
V210,16:53,29:37,19,80,12:44,89
V211,19:21,33:29,56,80,14:08,50
V212,20:23,30:29,16,80,10:06,41
V213,00:00,08:11,55,80,08:11,55
V214,00:00,06:53,51,80,06:53,75
V215,00:00,08:53,56,80,08:53,49
V216,00:00,08:39,41,80,08:39,97
V217,00:00,09:10,15,80,09:10,95
V218,15:25,54:51,37,80,39:26,79
V219,17:26,59:35,55,80,42:09,97
V220,22:11,65:10,35,80,42:59,63
V221,16:12,56:18,36,80,40:06,94
V222,18:44,58:22,34,80,39:38,89
V223,14:53,58:45,38,80,43:52,89
V224,15:52,53:29,54,80,37:37,87
V225,17:43,57:19,51,80,39:36,75
V226,16:44,53:09,54,80,36:25,57
V227,15:55,57:33,47,80,41:38,73
V228,18:25,56:50,42,80,38:25,88
V229,16:34,57:09,47,80,40:35,96
V230,16:42,59:06,34,80,42:24,70
V231,18:02,62:08,58,80,44:06,64
V232,16:02,63:18,33,80,47:16,95
V233,13:21,53:47,39,80,40:26,43
V234,14:43,51:39,18,80,36:56,54
V235,18:48,63:29,49,80,44:41,87
V236,19:47,61:15,32,80,41:28,46
V237,14:55,53:09,16,80,38:14,99
V238,14:49,45:36,44,80,30:47,69
V239,16:02,49:49,37,80,33:47,67
V240,15:52,58:48,13,80,42:56,61
V241,16:41,59:16,20,80,42:35,41
V242,15:26,58:48,52,80,43:22,92
V243,17:43,67:13,60,80,49:30,64
V244,16:38,65:05,53,80,48:27,58
V245,16:18,59:21,36,80,43:03,91
V246,21:44,62:12,24,80,40:28,65
V247,18:59,60:17,56,80,41:18,58
V248,17:55,60:39,52,80,42:44,52
V249,16:58,50:44,34,80,33:46,98
V250,20:02,63:20,47,80,43:18,42
V251,14:58,59:19,45,80,44:21,56
V252,20:26,57:13,23,80,36:47,86
V253,17:14,57:26,24,80,40:12,56
V254,15:25,56:25,25,80,41:00,99
V255,15:33,55:31,46,80,39:58,91
V256,15:54,65:02,10,80,49:08,75
V257,22:58,55:53,41,80,32:55,70
V258,16:25,56:57,44,80,40:32,79
V259,17:11,55:15,44,80,38:04,75
V260,16:41,59:25,15,80,42:44,88
V261,21:20,53:58,20,80,32:38,100
V262,23:24,60:49,34,80,37:25,72
V263,22:58,64:08,30,80,41:10,72
V264,18:39,58:26,20,80,39:47,55
V265,15:11,51:49,60,80,36:38,73
V266,17:38,57:16,58,80,39:38,96
V267,17:38,62:41,25,80,45:03,99
V268,17:24,56:30,14,80,39:06,39
V269,18:54,58:40,24,80,39:46,69
V270,21:23,61:17,39,80,39:54,62
V271,17:12,56:36,53,80,39:24,57
V272,16:47,53:23,41,80,36:36,76
V273,20:59,66:40,58,80,45:41,88
V274,21:12,62:18,39,80,41:06,96
V275,14:44,52:15,38,80,37:31,51
V276,16:40,60:05,25,80,43:25,83
V277,22:55,67:31,13,80,44:36,70
V278,17:33,55:15,23,80,37:42,62
V279,16:20,52:26,48,80,36:06,60
V280,21:54,64:56,44,80,43:02,73
V281,20:46,63:14,19,80,42:28,54
V282,17:40,53:43,48,80,36:03,56
V283,18:06,59:14,25,80,41:08,100
V284,18:07,62:10,38,80,44:03,69
V285,18:24,54:27,35,80,36:03,84
V286,19:21,62:27,42,80,43:06,51
V287,17:03,50:41,26,80,33:38,40
V288,18:24,49:08,33,80,30:44,52
V289,18:36,55:25,47,80,36:49,61
