MTU (CET/CEST),Area,Sequence,Day-ahead Price (EUR/MWh),Intraday Period (CET/CEST),Intraday Price (EUR/MWh)
02/01/2022 15:00:00 - 02/01/2022 16:00:00,BZN|NL,Without Sequence,74.99,,
02/01/2022 16:00:00 - 02/01/2022 17:00:00,BZN|NL,Without Sequence,85,,
02/01/2022 17:00:00 - 02/01/2022 18:00:00,BZN|NL,Without Sequence,100,,
02/01/2022 18:00:00 - 02/01/2022 19:00:00,BZN|NL,Without Sequence,109.9,,
02/01/2022 19:00:00 - 02/01/2022 20:00:00,BZN|NL,Without Sequence,99.9,,
02/01/2022 20:00:00 - 02/01/2022 21:00:00,BZN|NL,Without Sequence,77,,
02/01/2022 21:00:00 - 02/01/2022 22:00:00,BZN|NL,Without Sequence,46.16,,
02/01/2022 22:00:00 - 02/01/2022 23:00:00,BZN|NL,Without Sequence,46.29,,
02/01/2022 23:00:00 - 03/01/2022 00:00:00,BZN|NL,Without Sequence,32.93,,
03/01/2022 00:00:00 - 03/01/2022 01:00:00,BZN|NL,Without Sequence,0.31,,
03/01/2022 01:00:00 - 03/01/2022 02:00:00,BZN|NL,Without Sequence,-0.01,,
03/01/2022 02:00:00 - 03/01/2022 03:00:00,BZN|NL,Without Sequence,-0.07,,
03/01/2022 03:00:00 - 03/01/2022 04:00:00,BZN|NL,Without Sequence,-1.05,,
03/01/2022 04:00:00 - 03/01/2022 05:00:00,BZN|NL,Without Sequence,-1,,
03/01/2022 05:00:00 - 03/01/2022 06:00:00,BZN|NL,Without Sequence,0,,
03/01/2022 06:00:00 - 03/01/2022 07:00:00,BZN|NL,Without Sequence,35.97,,
03/01/2022 07:00:00 - 03/01/2022 08:00:00,BZN|NL,Without Sequence,90.34,,
03/01/2022 08:00:00 - 03/01/2022 09:00:00,BZN|NL,Without Sequence,120,,
03/01/2022 09:00:00 - 03/01/2022 10:00:00,BZN|NL,Without Sequence,129.9,,
03/01/2022 10:00:00 - 03/01/2022 11:00:00,BZN|NL,Without Sequence,119.04,,
03/01/2022 11:00:00 - 03/01/2022 12:00:00,BZN|NL,Without Sequence,119.19,,
03/01/2022 12:00:00 - 03/01/2022 13:00:00,BZN|NL,Without Sequence,120,,
03/01/2022 13:00:00 - 03/01/2022 14:00:00,BZN|NL,Without Sequence,122.62,,
03/01/2022 14:00:00 - 03/01/2022 15:00:00,BZN|NL,Without Sequence,138.18,,
03/01/2022 15:00:00 - 03/01/2022 16:00:00,BZN|NL,Without Sequence,143.1,,
03/01/2022 16:00:00 - 03/01/2022 17:00:00,BZN|NL,Without Sequence,136,,
03/01/2022 17:00:00 - 03/01/2022 18:00:00,BZN|NL,Without Sequence,148.49,,
03/01/2022 18:00:00 - 03/01/2022 19:00:00,BZN|NL,Without Sequence,214,,
03/01/2022 19:00:00 - 03/01/2022 20:00:00,BZN|NL,Without Sequence,192,,
03/01/2022 20:00:00 - 03/01/2022 21:00:00,BZN|NL,Without Sequence,149.8,,
03/01/2022 21:00:00 - 03/01/2022 22:00:00,BZN|NL,Without Sequence,144.22,,
03/01/2022 22:00:00 - 03/01/2022 23:00:00,BZN|NL,Without Sequence,130,,
03/01/2022 23:00:00 - 04/01/2022 00:00:00,BZN|NL,Without Sequence,110,,
04/01/2022 00:00:00 - 04/01/2022 01:00:00,BZN|NL,Without Sequence,194.9,,
04/01/2022 01:00:00 - 04/01/2022 02:00:00,BZN|NL,Without Sequence,137.25,,
04/01/2022 02:00:00 - 04/01/2022 03:00:00,BZN|NL,Without Sequence,137.2,,
04/01/2022 03:00:00 - 04/01/2022 04:00:00,BZN|NL,Without Sequence,119.31,,
04/01/2022 04:00:00 - 04/01/2022 05:00:00,BZN|NL,Without Sequence,117.13,,
04/01/2022 05:00:00 - 04/01/2022 06:00:00,BZN|NL,Without Sequence,119.9,,
04/01/2022 06:00:00 - 04/01/2022 07:00:00,BZN|NL,Without Sequence,156.91,,
04/01/2022 07:00:00 - 04/01/2022 08:00:00,BZN|NL,Without Sequence,182.64,,
04/01/2022 08:00:00 - 04/01/2022 09:00:00,BZN|NL,Without Sequence,178.91,,
04/01/2022 09:00:00 - 04/01/2022 10:00:00,BZN|NL,Without Sequence,190,,
04/01/2022 10:00:00 - 04/01/2022 11:00:00,BZN|NL,Without Sequence,189.88,,
04/01/2022 11:00:00 - 04/01/2022 12:00:00,BZN|NL,Without Sequence,182.42,,
04/01/2022 12:00:00 - 04/01/2022 13:00:00,BZN|NL,Without Sequence,182.46,,
04/01/2022 13:00:00 - 04/01/2022 14:00:00,BZN|NL,Without Sequence,179.59,,
04/01/2022 14:00:00 - 04/01/2022 15:00:00,BZN|NL,Without Sequence,179,,
04/01/2022 15:00:00 - 04/01/2022 16:00:00,BZN|NL,Without Sequence,180.93,,
04/01/2022 16:00:00 - 04/01/2022 17:00:00,BZN|NL,Without Sequence,166.69,,
04/01/2022 17:00:00 - 04/01/2022 18:00:00,BZN|NL,Without Sequence,189.88,,
04/01/2022 18:00:00 - 04/01/2022 19:00:00,BZN|NL,Without Sequence,184.94,,
04/01/2022 19:00:00 - 04/01/2022 20:00:00,BZN|NL,Without Sequence,178.99,,
04/01/2022 20:00:00 - 04/01/2022 21:00:00,BZN|NL,Without Sequence,156.12,,
04/01/2022 21:00:00 - 04/01/2022 22:00:00,BZN|NL,Without Sequence,154.99,,
04/01/2022 22:00:00 - 04/01/2022 23:00:00,BZN|NL,Without Sequence,137.92,,
04/01/2022 23:00:00 - 05/01/2022 00:00:00,BZN|NL,Without Sequence,106,,
05/01/2022 00:00:00 - 05/01/2022 01:00:00,BZN|NL,Without Sequence,128.88,,
05/01/2022 01:00:00 - 05/01/2022 02:00:00,BZN|NL,Without Sequence,113.88,,
05/01/2022 02:00:00 - 05/01/2022 03:00:00,BZN|NL,Without Sequence,84.5,,
05/01/2022 03:00:00 - 05/01/2022 04:00:00,BZN|NL,Without Sequence,75.38,,
05/01/2022 04:00:00 - 05/01/2022 05:00:00,BZN|NL,Without Sequence,79.11,,
05/01/2022 05:00:00 - 05/01/2022 06:00:00,BZN|NL,Without Sequence,94.79,,
05/01/2022 06:00:00 - 05/01/2022 07:00:00,BZN|NL,Without Sequence,158,,
05/01/2022 07:00:00 - 05/01/2022 08:00:00,BZN|NL,Without Sequence,188.04,,
05/01/2022 08:00:00 - 05/01/2022 09:00:00,BZN|NL,Without Sequence,227.4,,
05/01/2022 09:00:00 - 05/01/2022 10:00:00,BZN|NL,Without Sequence,231,,
05/01/2022 10:00:00 - 05/01/2022 11:00:00,BZN|NL,Without Sequence,228.7,,
05/01/2022 11:00:00 - 05/01/2022 12:00:00,BZN|NL,Without Sequence,220,,
05/01/2022 12:00:00 - 05/01/2022 13:00:00,BZN|NL,Without Sequence,198.63,,
05/01/2022 13:00:00 - 05/01/2022 14:00:00,BZN|NL,Without Sequence,200,,
05/01/2022 14:00:00 - 05/01/2022 15:00:00,BZN|NL,Without Sequence,220,,
05/01/2022 15:00:00 - 05/01/2022 16:00:00,BZN|NL,Without Sequence,215,,
05/01/2022 16:00:00 - 05/01/2022 17:00:00,BZN|NL,Without Sequence,228.7,,
05/01/2022 17:00:00 - 05/01/2022 18:00:00,BZN|NL,Without Sequence,299,,
05/01/2022 18:00:00 - 05/01/2022 19:00:00,BZN|NL,Without Sequence,315.25,,
05/01/2022 19:00:00 - 05/01/2022 20:00:00,BZN|NL,Without Sequence,251.03,,
05/01/2022 20:00:00 - 05/01/2022 21:00:00,BZN|NL,Without Sequence,181.1,,
05/01/2022 21:00:00 - 05/01/2022 22:00:00,BZN|NL,Without Sequence,227.8,,
05/01/2022 22:00:00 - 05/01/2022 23:00:00,BZN|NL,Without Sequence,141.45,,
05/01/2022 23:00:00 - 06/01/2022 00:00:00,BZN|NL,Without Sequence,140,,
06/01/2022 00:00:00 - 06/01/2022 01:00:00,BZN|NL,Without Sequence,225,,
06/01/2022 01:00:00 - 06/01/2022 02:00:00,BZN|NL,Without Sequence,187.87,,
06/01/2022 02:00:00 - 06/01/2022 03:00:00,BZN|NL,Without Sequence,218,,
06/01/2022 03:00:00 - 06/01/2022 04:00:00,BZN|NL,Without Sequence,188,,
06/01/2022 04:00:00 - 06/01/2022 05:00:00,BZN|NL,Without Sequence,199.9,,
06/01/2022 05:00:00 - 06/01/2022 06:00:00,BZN|NL,Without Sequence,187,,
06/01/2022 06:00:00 - 06/01/2022 07:00:00,BZN|NL,Without Sequence,215.56,,
06/01/2022 07:00:00 - 06/01/2022 08:00:00,BZN|NL,Without Sequence,228.25,,
06/01/2022 08:00:00 - 06/01/2022 09:00:00,BZN|NL,Without Sequence,250,,
06/01/2022 09:00:00 - 06/01/2022 10:00:00,BZN|NL,Without Sequence,292.55,,
06/01/2022 10:00:00 - 06/01/2022 11:00:00,BZN|NL,Without Sequence,268.67,,
06/01/2022 11:00:00 - 06/01/2022 12:00:00,BZN|NL,Without Sequence,231.9,,
06/01/2022 12:00:00 - 06/01/2022 13:00:00,BZN|NL,Without Sequence,226,,
06/01/2022 13:00:00 - 06/01/2022 14:00:00,BZN|NL,Without Sequence,209.2,,
06/01/2022 14:00:00 - 06/01/2022 15:00:00,BZN|NL,Without Sequence,216.06,,
06/01/2022 15:00:00 - 06/01/2022 16:00:00,BZN|NL,Without Sequence,230.77,,
06/01/2022 16:00:00 - 06/01/2022 17:00:00,BZN|NL,Without Sequence,245.95,,
06/01/2022 17:00:00 - 06/01/2022 18:00:00,BZN|NL,Without Sequence,274.11,,
06/01/2022 18:00:00 - 06/01/2022 19:00:00,BZN|NL,Without Sequence,273.44,,
06/01/2022 19:00:00 - 06/01/2022 20:00:00,BZN|NL,Without Sequence,219.1,,
06/01/2022 20:00:00 - 06/01/2022 21:00:00,BZN|NL,Without Sequence,218.58,,
06/01/2022 21:00:00 - 06/01/2022 22:00:00,BZN|NL,Without Sequence,203.31,,
06/01/2022 22:00:00 - 06/01/2022 23:00:00,BZN|NL,Without Sequence,184.7,,
06/01/2022 23:00:00 - 07/01/2022 00:00:00,BZN|NL,Without Sequence,136.48,,
07/01/2022 00:00:00 - 07/01/2022 01:00:00,BZN|NL,Without Sequence,128.92,,
07/01/2022 01:00:00 - 07/01/2022 02:00:00,BZN|NL,Without Sequence,127.98,,
07/01/2022 02:00:00 - 07/01/2022 03:00:00,BZN|NL,Without Sequence,115.93,,
07/01/2022 03:00:00 - 07/01/2022 04:00:00,BZN|NL,Without Sequence,107.42,,
07/01/2022 04:00:00 - 07/01/2022 05:00:00,BZN|NL,Without Sequence,107.3,,
07/01/2022 05:00:00 - 07/01/2022 06:00:00,BZN|NL,Without Sequence,117.59,,
07/01/2022 06:00:00 - 07/01/2022 07:00:00,BZN|NL,Without Sequence,153.61,,
07/01/2022 07:00:00 - 07/01/2022 08:00:00,BZN|NL,Without Sequence,189.3,,
07/01/2022 08:00:00 - 07/01/2022 09:00:00,BZN|NL,Without Sequence,229.9,,
07/01/2022 09:00:00 - 07/01/2022 10:00:00,BZN|NL,Without Sequence,255,,
07/01/2022 10:00:00 - 07/01/2022 11:00:00,BZN|NL,Without Sequence,240,,
07/01/2022 11:00:00 - 07/01/2022 12:00:00,BZN|NL,Without Sequence,245.4,,
07/01/2022 12:00:00 - 07/01/2022 13:00:00,BZN|NL,Without Sequence,210.08,,
07/01/2022 13:00:00 - 07/01/2022 14:00:00,BZN|NL,Without Sequence,240,,
07/01/2022 14:00:00 - 07/01/2022 15:00:00,BZN|NL,Without Sequence,233.06,,
07/01/2022 15:00:00 - 07/01/2022 16:00:00,BZN|NL,Without Sequence,224.37,,
07/01/2022 16:00:00 - 07/01/2022 17:00:00,BZN|NL,Without Sequence,240,,
07/01/2022 17:00:00 - 07/01/2022 18:00:00,BZN|NL,Without Sequence,244.59,,
07/01/2022 18:00:00 - 07/01/2022 19:00:00,BZN|NL,Without Sequence,263.14,,
07/01/2022 19:00:00 - 07/01/2022 20:00:00,BZN|NL,Without Sequence,262,,
07/01/2022 20:00:00 - 07/01/2022 21:00:00,BZN|NL,Without Sequence,238.03,,
07/01/2022 21:00:00 - 07/01/2022 22:00:00,BZN|NL,Without Sequence,213.81,,
07/01/2022 22:00:00 - 07/01/2022 23:00:00,BZN|NL,Without Sequence,258,,
07/01/2022 23:00:00 - 08/01/2022 00:00:00,BZN|NL,Without Sequence,257.25,,
08/01/2022 00:00:00 - 08/01/2022 01:00:00,BZN|NL,Without Sequence,200.3,,
08/01/2022 01:00:00 - 08/01/2022 02:00:00,BZN|NL,Without Sequence,176.2,,
08/01/2022 02:00:00 - 08/01/2022 03:00:00,BZN|NL,Without Sequence,166,,
08/01/2022 03:00:00 - 08/01/2022 04:00:00,BZN|NL,Without Sequence,162.38,,
08/01/2022 04:00:00 - 08/01/2022 05:00:00,BZN|NL,Without Sequence,160,,
08/01/2022 05:00:00 - 08/01/2022 06:00:00,BZN|NL,Without Sequence,154.3,,
08/01/2022 06:00:00 - 08/01/2022 07:00:00,BZN|NL,Without Sequence,166,,
08/01/2022 07:00:00 - 08/01/2022 08:00:00,BZN|NL,Without Sequence,182.91,,
08/01/2022 08:00:00 - 08/01/2022 09:00:00,BZN|NL,Without Sequence,215.89,,
08/01/2022 09:00:00 - 08/01/2022 10:00:00,BZN|NL,Without Sequence,231,,
08/01/2022 10:00:00 - 08/01/2022 11:00:00,BZN|NL,Without Sequence,228.95,,
08/01/2022 11:00:00 - 08/01/2022 12:00:00,BZN|NL,Without Sequence,215.39,,
08/01/2022 12:00:00 - 08/01/2022 13:00:00,BZN|NL,Without Sequence,206.68,,
08/01/2022 13:00:00 - 08/01/2022 14:00:00,BZN|NL,Without Sequence,185,,
08/01/2022 14:00:00 - 08/01/2022 15:00:00,BZN|NL,Without Sequence,169.52,,
08/01/2022 15:00:00 - 08/01/2022 16:00:00,BZN|NL,Without Sequence,162.8,,
08/01/2022 16:00:00 - 08/01/2022 17:00:00,BZN|NL,Without Sequence,161.9,,
08/01/2022 17:00:00 - 08/01/2022 18:00:00,BZN|NL,Without Sequence,189.9,,
08/01/2022 18:00:00 - 08/01/2022 19:00:00,BZN|NL,Without Sequence,200.3,,
08/01/2022 19:00:00 - 08/01/2022 20:00:00,BZN|NL,Without Sequence,200,,
08/01/2022 20:00:00 - 08/01/2022 21:00:00,BZN|NL,Without Sequence,232,,
08/01/2022 21:00:00 - 08/01/2022 22:00:00,BZN|NL,Without Sequence,165.75,,
08/01/2022 22:00:00 - 08/01/2022 23:00:00,BZN|NL,Without Sequence,149.61,,
08/01/2022 23:00:00 - 09/01/2022 00:00:00,BZN|NL,Without Sequence,149.6,,
09/01/2022 00:00:00 - 09/01/2022 01:00:00,BZN|NL,Without Sequence,141.32,,
09/01/2022 01:00:00 - 09/01/2022 02:00:00,BZN|NL,Without Sequence,100,,
09/01/2022 02:00:00 - 09/01/2022 03:00:00,BZN|NL,Without Sequence,80.24,,
09/01/2022 03:00:00 - 09/01/2022 04:00:00,BZN|NL,Without Sequence,55.46,,
09/01/2022 04:00:00 - 09/01/2022 05:00:00,BZN|NL,Without Sequence,49.29,,
09/01/2022 05:00:00 - 09/01/2022 06:00:00,BZN|NL,Without Sequence,50.64,,
09/01/2022 06:00:00 - 09/01/2022 07:00:00,BZN|NL,Without Sequence,74.29,,
09/01/2022 07:00:00 - 09/01/2022 08:00:00,BZN|NL,Without Sequence,87,,
09/01/2022 08:00:00 - 09/01/2022 09:00:00,BZN|NL,Without Sequence,99.94,,
09/01/2022 09:00:00 - 09/01/2022 10:00:00,BZN|NL,Without Sequence,185.2,,
09/01/2022 10:00:00 - 09/01/2022 11:00:00,BZN|NL,Without Sequence,163,,
09/01/2022 11:00:00 - 09/01/2022 12:00:00,BZN|NL,Without Sequence,149.65,,
09/01/2022 12:00:00 - 09/01/2022 13:00:00,BZN|NL,Without Sequence,166.7,,
09/01/2022 13:00:00 - 09/01/2022 14:00:00,BZN|NL,Without Sequence,165.06,,
09/01/2022 14:00:00 - 09/01/2022 15:00:00,BZN|NL,Without Sequence,170.09,,
09/01/2022 15:00:00 - 09/01/2022 16:00:00,BZN|NL,Without Sequence,189.04,,
09/01/2022 16:00:00 - 09/01/2022 17:00:00,BZN|NL,Without Sequence,190.96,,
09/01/2022 17:00:00 - 09/01/2022 18:00:00,BZN|NL,Without Sequence,223.3,,
09/01/2022 18:00:00 - 09/01/2022 19:00:00,BZN|NL,Without Sequence,243.94,,
09/01/2022 19:00:00 - 09/01/2022 20:00:00,BZN|NL,Without Sequence,240,,
09/01/2022 20:00:00 - 09/01/2022 21:00:00,BZN|NL,Without Sequence,230.82,,
09/01/2022 21:00:00 - 09/01/2022 22:00:00,BZN|NL,Without Sequence,214.02,,
09/01/2022 22:00:00 - 09/01/2022 23:00:00,BZN|NL,Without Sequence,215.88,,
09/01/2022 23:00:00 - 10/01/2022 00:00:00,BZN|NL,Without Sequence,203.8,,
10/01/2022 00:00:00 - 10/01/2022 01:00:00,BZN|NL,Without Sequence,196.23,,
10/01/2022 01:00:00 - 10/01/2022 02:00:00,BZN|NL,Without Sequence,191.85,,
10/01/2022 02:00:00 - 10/01/2022 03:00:00,BZN|NL,Without Sequence,195.91,,
10/01/2022 03:00:00 - 10/01/2022 04:00:00,BZN|NL,Without Sequence,186.66,,
10/01/2022 04:00:00 - 10/01/2022 05:00:00,BZN|NL,Without Sequence,178.04,,
10/01/2022 05:00:00 - 10/01/2022 06:00:00,BZN|NL,Without Sequence,191.65,,
10/01/2022 06:00:00 - 10/01/2022 07:00:00,BZN|NL,Without Sequence,237.44,,
10/01/2022 07:00:00 - 10/01/2022 08:00:00,BZN|NL,Without Sequence,299.95,,
10/01/2022 08:00:00 - 10/01/2022 09:00:00,BZN|NL,Without Sequence,313.92,,
10/01/2022 09:00:00 - 10/01/2022 10:00:00,BZN|NL,Without Sequence,315,,
10/01/2022 10:00:00 - 10/01/2022 11:00:00,BZN|NL,Without Sequence,310.41,,
10/01/2022 11:00:00 - 10/01/2022 12:00:00,BZN|NL,Without Sequence,310.08,,
10/01/2022 12:00:00 - 10/01/2022 13:00:00,BZN|NL,Without Sequence,300,,
10/01/2022 13:00:00 - 10/01/2022 14:00:00,BZN|NL,Without Sequence,297.01,,
10/01/2022 14:00:00 - 10/01/2022 15:00:00,BZN|NL,Without Sequence,299.96,,
10/01/2022 15:00:00 - 10/01/2022 16:00:00,BZN|NL,Without Sequence,291.3,,
10/01/2022 16:00:00 - 10/01/2022 17:00:00,BZN|NL,Without Sequence,301.22,,
10/01/2022 17:00:00 - 10/01/2022 18:00:00,BZN|NL,Without Sequence,309.9,,
10/01/2022 18:00:00 - 10/01/2022 19:00:00,BZN|NL,Without Sequence,310.82,,
10/01/2022 19:00:00 - 10/01/2022 20:00:00,BZN|NL,Without Sequence,294.98,,
10/01/2022 20:00:00 - 10/01/2022 21:00:00,BZN|NL,Without Sequence,267.45,,
10/01/2022 21:00:00 - 10/01/2022 22:00:00,BZN|NL,Without Sequence,211,,
10/01/2022 22:00:00 - 10/01/2022 23:00:00,BZN|NL,Without Sequence,217.03,,
10/01/2022 23:00:00 - 11/01/2022 00:00:00,BZN|NL,Without Sequence,190.9,,
11/01/2022 00:00:00 - 11/01/2022 01:00:00,BZN|NL,Without Sequence,210.34,,
11/01/2022 01:00:00 - 11/01/2022 02:00:00,BZN|NL,Without Sequence,202.42,,
11/01/2022 02:00:00 - 11/01/2022 03:00:00,BZN|NL,Without Sequence,197.6,,
11/01/2022 03:00:00 - 11/01/2022 04:00:00,BZN|NL,Without Sequence,193,,
11/01/2022 04:00:00 - 11/01/2022 05:00:00,BZN|NL,Without Sequence,194.9,,
11/01/2022 05:00:00 - 11/01/2022 06:00:00,BZN|NL,Without Sequence,204.45,,
11/01/2022 06:00:00 - 11/01/2022 07:00:00,BZN|NL,Without Sequence,191.3,,
11/01/2022 07:00:00 - 11/01/2022 08:00:00,BZN|NL,Without Sequence,208,,
11/01/2022 08:00:00 - 11/01/2022 09:00:00,BZN|NL,Without Sequence,240.7,,
11/01/2022 09:00:00 - 11/01/2022 10:00:00,BZN|NL,Without Sequence,297.16,,
11/01/2022 10:00:00 - 11/01/2022 11:00:00,BZN|NL,Without Sequence,277.02,,
11/01/2022 11:00:00 - 11/01/2022 12:00:00,BZN|NL,Without Sequence,230.8,,
11/01/2022 12:00:00 - 11/01/2022 13:00:00,BZN|NL,Without Sequence,213.5,,
11/01/2022 13:00:00 - 11/01/2022 14:00:00,BZN|NL,Without Sequence,239.9,,
11/01/2022 14:00:00 - 11/01/2022 15:00:00,BZN|NL,Without Sequence,255.01,,
11/01/2022 15:00:00 - 11/01/2022 16:00:00,BZN|NL,Without Sequence,277.9,,
11/01/2022 16:00:00 - 11/01/2022 17:00:00,BZN|NL,Without Sequence,289.94,,
11/01/2022 17:00:00 - 11/01/2022 18:00:00,BZN|NL,Without Sequence,316.4,,
11/01/2022 18:00:00 - 11/01/2022 19:00:00,BZN|NL,Without Sequence,315.9,,
11/01/2022 19:00:00 - 11/01/2022 20:00:00,BZN|NL,Without Sequence,309.2,,
11/01/2022 20:00:00 - 11/01/2022 21:00:00,BZN|NL,Without Sequence,285.33,,
11/01/2022 21:00:00 - 11/01/2022 22:00:00,BZN|NL,Without Sequence,238.2,,
11/01/2022 22:00:00 - 11/01/2022 23:00:00,BZN|NL,Without Sequence,202.4,,
11/01/2022 23:00:00 - 12/01/2022 00:00:00,BZN|NL,Without Sequence,190.1,,
12/01/2022 00:00:00 - 12/01/2022 01:00:00,BZN|NL,Without Sequence,196.65,,
12/01/2022 01:00:00 - 12/01/2022 02:00:00,BZN|NL,Without Sequence,187.1,,
12/01/2022 02:00:00 - 12/01/2022 03:00:00,BZN|NL,Without Sequence,184.27,,
12/01/2022 03:00:00 - 12/01/2022 04:00:00,BZN|NL,Without Sequence,179.58,,
12/01/2022 04:00:00 - 12/01/2022 05:00:00,BZN|NL,Without Sequence,178.33,,
12/01/2022 05:00:00 - 12/01/2022 06:00:00,BZN|NL,Without Sequence,193.5,,
12/01/2022 06:00:00 - 12/01/2022 07:00:00,BZN|NL,Without Sequence,181.2,,
12/01/2022 07:00:00 - 12/01/2022 08:00:00,BZN|NL,Without Sequence,273.18,,
12/01/2022 08:00:00 - 12/01/2022 09:00:00,BZN|NL,Without Sequence,300.1,,
12/01/2022 09:00:00 - 12/01/2022 10:00:00,BZN|NL,Without Sequence,292.74,,
12/01/2022 10:00:00 - 12/01/2022 11:00:00,BZN|NL,Without Sequence,275.5,,
12/01/2022 11:00:00 - 12/01/2022 12:00:00,BZN|NL,Without Sequence,258.65,,
12/01/2022 12:00:00 - 12/01/2022 13:00:00,BZN|NL,Without Sequence,245.11,,
12/01/2022 13:00:00 - 12/01/2022 14:00:00,BZN|NL,Without Sequence,232.08,,
12/01/2022 14:00:00 - 12/01/2022 15:00:00,BZN|NL,Without Sequence,234.77,,
12/01/2022 15:00:00 - 12/01/2022 16:00:00,BZN|NL,Without Sequence,240.01,,
12/01/2022 16:00:00 - 12/01/2022 17:00:00,BZN|NL,Without Sequence,255,,
12/01/2022 17:00:00 - 12/01/2022 18:00:00,BZN|NL,Without Sequence,284.82,,
12/01/2022 18:00:00 - 12/01/2022 19:00:00,BZN|NL,Without Sequence,285.97,,
12/01/2022 19:00:00 - 12/01/2022 20:00:00,BZN|NL,Without Sequence,269.03,,
12/01/2022 20:00:00 - 12/01/2022 21:00:00,BZN|NL,Without Sequence,213.47,,
12/01/2022 21:00:00 - 12/01/2022 22:00:00,BZN|NL,Without Sequence,170,,
12/01/2022 22:00:00 - 12/01/2022 23:00:00,BZN|NL,Without Sequence,185,,
12/01/2022 23:00:00 - 13/01/2022 00:00:00,BZN|NL,Without Sequence,181,,
13/01/2022 00:00:00 - 13/01/2022 01:00:00,BZN|NL,Without Sequence,173.6,,
13/01/2022 01:00:00 - 13/01/2022 02:00:00,BZN|NL,Without Sequence,174.4,,
13/01/2022 02:00:00 - 13/01/2022 03:00:00,BZN|NL,Without Sequence,186.9,,
