"MTU (CET/CEST)","Area","Actual Total Load (MW)","Day-ahead Total Load Forecast (MW)"
"29/01/2023 04:45 - 29/01/2023 05:00","BZN|NL","9863.02","9432.25"
"29/01/2023 05:00 - 29/01/2023 05:15","BZN|NL","9891.03","9406.58"
"29/01/2023 05:15 - 29/01/2023 05:30","BZN|NL","9931.82","9384.24"
"29/01/2023 05:30 - 29/01/2023 05:45","BZN|NL","9900.82","9358.32"
"29/01/2023 05:45 - 29/01/2023 06:00","BZN|NL","9947.60","9352.17"
"29/01/2023 06:00 - 29/01/2023 06:15","BZN|NL","10041.66","9399.17"
"29/01/2023 06:15 - 29/01/2023 06:30","BZN|NL","10060.33","9457.78"
"29/01/2023 06:30 - 29/01/2023 06:45","BZN|NL","10153.42","9491.91"
"29/01/2023 06:45 - 29/01/2023 07:00","BZN|NL","10195.32","9551.30"
"29/01/2023 07:00 - 29/01/2023 07:15","BZN|NL","10321.55","9621.12"
"29/01/2023 07:15 - 29/01/2023 07:30","BZN|NL","10427.47","9739.20"
"29/01/2023 07:30 - 29/01/2023 07:45","BZN|NL","10603.45","9862.22"
"29/01/2023 07:45 - 29/01/2023 08:00","BZN|NL","10761.27","9963.41"
"29/01/2023 08:00 - 29/01/2023 08:15","BZN|NL","11002.19","10082.82"
"29/01/2023 08:15 - 29/01/2023 08:30","BZN|NL","11166.90","10272.13"
"29/01/2023 08:30 - 29/01/2023 08:45","BZN|NL","11290.87","10429.58"
"29/01/2023 08:45 - 29/01/2023 09:00","BZN|NL","11480.69","10524.85"
"29/01/2023 09:00 - 29/01/2023 09:15","BZN|NL","11675.25","10614.76"
"29/01/2023 09:15 - 29/01/2023 09:30","BZN|NL","11820.28","10618.16"
"29/01/2023 09:30 - 29/01/2023 09:45","BZN|NL","11916.63","10573.85"
"29/01/2023 09:45 - 29/01/2023 10:00","BZN|NL","12007.60","10516.07"
"29/01/2023 10:00 - 29/01/2023 10:15","BZN|NL","12133.52","10384.87"
"29/01/2023 10:15 - 29/01/2023 10:30","BZN|NL","12157.59","10211.46"
"29/01/2023 10:30 - 29/01/2023 10:45","BZN|NL","12245.03","10111.94"
"29/01/2023 10:45 - 29/01/2023 11:00","BZN|NL","12247.58","10016.95"
"29/01/2023 11:00 - 29/01/2023 11:15","BZN|NL","12353.71","9898.84"
"29/01/2023 11:15 - 29/01/2023 11:30","BZN|NL","12411.80","9809.95"
"29/01/2023 11:30 - 29/01/2023 11:45","BZN|NL","12433.76","9713.29"
"29/01/2023 11:45 - 29/01/2023 12:00","BZN|NL","12570.21","9688.40"
"29/01/2023 12:00 - 29/01/2023 12:15","BZN|NL","12643.28","9694.75"
"29/01/2023 12:15 - 29/01/2023 12:30","BZN|NL","12716.69","9720.92"
"29/01/2023 12:30 - 29/01/2023 12:45","BZN|NL","12726.96","9706.81"
"29/01/2023 12:45 - 29/01/2023 13:00","BZN|NL","12730.46","9677.18"
"29/01/2023 13:00 - 29/01/2023 13:15","BZN|NL","12691.87","9719.08"
"29/01/2023 13:15 - 29/01/2023 13:30","BZN|NL","12722.29","9813.04"
"29/01/2023 13:30 - 29/01/2023 13:45","BZN|NL","12684.73","9947.65"
"29/01/2023 13:45 - 29/01/2023 14:00","BZN|NL","12644.29","10017.84"
"29/01/2023 14:00 - 29/01/2023 14:15","BZN|NL","12678.16","10087.46"
"29/01/2023 14:15 - 29/01/2023 14:30","BZN|NL","12685.38","10167.51"
"29/01/2023 14:30 - 29/01/2023 14:45","BZN|NL","12703.84","10275.59"
"29/01/2023 14:45 - 29/01/2023 15:00","BZN|NL","12735.23","10408.66"
"29/01/2023 15:00 - 29/01/2023 15:15","BZN|NL","12709.57","10504.12"
"29/01/2023 15:15 - 29/01/2023 15:30","BZN|NL","12777.25","10692.41"
"29/01/2023 15:30 - 29/01/2023 15:45","BZN|NL","12844.94","10946.87"
"29/01/2023 15:45 - 29/01/2023 16:00","BZN|NL","12892.70","11100.16"
"29/01/2023 16:00 - 29/01/2023 16:15","BZN|NL","12962.70","11208.37"
"29/01/2023 16:15 - 29/01/2023 16:30","BZN|NL","13014.22","11370.17"
"29/01/2023 16:30 - 29/01/2023 16:45","BZN|NL","13221.65","11602.69"
"29/01/2023 16:45 - 29/01/2023 17:00","BZN|NL","13473.59","11821.83"
"29/01/2023 17:00 - 29/01/2023 17:15","BZN|NL","13684.17","12031.92"
"29/01/2023 17:15 - 29/01/2023 17:30","BZN|NL","14033.01","12270.79"
"29/01/2023 17:30 - 29/01/2023 17:45","BZN|NL","14369.09","12512.45"
"29/01/2023 17:45 - 29/01/2023 18:00","BZN|NL","14576.94","12637.98"
"29/01/2023 18:00 - 29/01/2023 18:15","BZN|NL","14559.25","12597.88"
"29/01/2023 18:15 - 29/01/2023 18:30","BZN|NL","14411.66","12433.04"
"29/01/2023 18:30 - 29/01/2023 18:45","BZN|NL","14217.91","12306.85"
"29/01/2023 18:45 - 29/01/2023 19:00","BZN|NL","14116.61","12194.21"
"29/01/2023 19:00 - 29/01/2023 19:15","BZN|NL","13916.75","12098.14"
"29/01/2023 19:15 - 29/01/2023 19:30","BZN|NL","13759.86","11976.10"
"29/01/2023 19:30 - 29/01/2023 19:45","BZN|NL","13659.19","11879.23"
"29/01/2023 19:45 - 29/01/2023 20:00","BZN|NL","13596.38","11858.73"
"29/01/2023 20:00 - 29/01/2023 20:15","BZN|NL","13450.67","11830.44"
"29/01/2023 20:15 - 29/01/2023 20:30","BZN|NL","13329.48","11759.29"
"29/01/2023 20:30 - 29/01/2023 20:45","BZN|NL","13118.49","11633.43"
"29/01/2023 20:45 - 29/01/2023 21:00","BZN|NL","12964.00","11517.07"
"29/01/2023 21:00 - 29/01/2023 21:15","BZN|NL","12844.69","11417.21"
"29/01/2023 21:15 - 29/01/2023 21:30","BZN|NL","12784.19","11345.40"
"29/01/2023 21:30 - 29/01/2023 21:45","BZN|NL","12592.40","11269.49"
"29/01/2023 21:45 - 29/01/2023 22:00","BZN|NL","12472.49","11206.17"
"29/01/2023 22:00 - 29/01/2023 22:15","BZN|NL","12255.91","11151.83"
"29/01/2023 22:15 - 29/01/2023 22:30","BZN|NL","12049.53","11049.91"
"29/01/2023 22:30 - 29/01/2023 22:45","BZN|NL","11861.88","11010.30"
"29/01/2023 22:45 - 29/01/2023 23:00","BZN|NL","11655.70","10902.78"
"29/01/2023 23:00 - 29/01/2023 23:15","BZN|NL","11504.97","10814.99"
"29/01/2023 23:15 - 29/01/2023 23:30","BZN|NL","11334.51","10785.16"
"29/01/2023 23:30 - 29/01/2023 23:45","BZN|NL","11168.68","10698.59"
"29/01/2023 23:45 - 30/01/2023 00:00","BZN|NL","11036.76","10606.09"
"30/01/2023 00:00 - 30/01/2023 00:15","BZN|NL","11049.96","10599.88"
"30/01/2023 00:15 - 30/01/2023 00:30","BZN|NL","10971.41","10672.14"
"30/01/2023 00:30 - 30/01/2023 00:45","BZN|NL","10798.13","10600.94"
"30/01/2023 00:45 - 30/01/2023 01:00","BZN|NL","10662.95","10502.74"
"30/01/2023 01:00 - 30/01/2023 01:15","BZN|NL","10537.53","10395.72"
"30/01/2023 01:15 - 30/01/2023 01:30","BZN|NL","10311.97","10306.74"
"30/01/2023 01:30 - 30/01/2023 01:45","BZN|NL","10221.75","10261.63"
"30/01/2023 01:45 - 30/01/2023 02:00","BZN|NL","10186.18","10247.32"
"30/01/2023 02:00 - 30/01/2023 02:15","BZN|NL","10123.79","10242.17"
"30/01/2023 02:15 - 30/01/2023 02:30","BZN|NL","10072.96","10256.47"
"30/01/2023 02:30 - 30/01/2023 02:45","BZN|NL","10077.77","10272.95"
"30/01/2023 02:45 - 30/01/2023 03:00","BZN|NL","10077.67","10290.89"
"30/01/2023 03:00 - 30/01/2023 03:15","BZN|NL","10080.70","10266.86"
"30/01/2023 03:15 - 30/01/2023 03:30","BZN|NL","10111.42","10266.25"
"30/01/2023 03:30 - 30/01/2023 03:45","BZN|NL","10102.99","10251.40"
"30/01/2023 03:45 - 30/01/2023 04:00","BZN|NL","10112.14","10253.40"
"30/01/2023 04:00 - 30/01/2023 04:15","BZN|NL","10156.97","10295.67"
"30/01/2023 04:15 - 30/01/2023 04:30","BZN|NL","10151.96","10325.78"
"30/01/2023 04:30 - 30/01/2023 04:45","BZN|NL","10224.03","10304.74"
"30/01/2023 04:45 - 30/01/2023 05:00","BZN|NL","10242.21","10364.25"
"30/01/2023 05:00 - 30/01/2023 05:15","BZN|NL","10409.48","10449.60"
"30/01/2023 05:15 - 30/01/2023 05:30","BZN|NL","10507.44","10598.43"
"30/01/2023 05:30 - 30/01/2023 05:45","BZN|NL","10676.91","10744.60"
"30/01/2023 05:45 - 30/01/2023 06:00","BZN|NL","10833.23","10836.63"
"30/01/2023 06:00 - 30/01/2023 06:15","BZN|NL","11170.60","10962.10"
"30/01/2023 06:15 - 30/01/2023 06:30","BZN|NL","11448.81","11229.24"
"30/01/2023 06:30 - 30/01/2023 06:45","BZN|NL","11774.89","11483.84"
"30/01/2023 06:45 - 30/01/2023 07:00","BZN|NL","12135.58","11754.48"
"30/01/2023 07:00 - 30/01/2023 07:15","BZN|NL","12656.99","12065.05"
"30/01/2023 07:15 - 30/01/2023 07:30","BZN|NL","13156.91","12413.54"
"30/01/2023 07:30 - 30/01/2023 07:45","BZN|NL","13564.59","12747.34"
"30/01/2023 07:45 - 30/01/2023 08:00","BZN|NL","13925.33","13096.66"
"30/01/2023 08:00 - 30/01/2023 08:15","BZN|NL","14233.27","13447.94"
"30/01/2023 08:15 - 30/01/2023 08:30","BZN|NL","14370.92","13752.37"
"30/01/2023 08:30 - 30/01/2023 08:45","BZN|NL","14459.69","13967.19"
"30/01/2023 08:45 - 30/01/2023 09:00","BZN|NL","14549.77","14125.99"
"30/01/2023 09:00 - 30/01/2023 09:15","BZN|NL","14471.67","14212.70"
"30/01/2023 09:15 - 30/01/2023 09:30","BZN|NL","14313.52","14293.44"
"30/01/2023 09:30 - 30/01/2023 09:45","BZN|NL","14079.66","14319.75"
"30/01/2023 09:45 - 30/01/2023 10:00","BZN|NL","13885.01","14242.35"
"30/01/2023 10:00 - 30/01/2023 10:15","BZN|NL","13779.46","14250.75"
"30/01/2023 10:15 - 30/01/2023 10:30","BZN|NL","13746.68","14301.51"
"30/01/2023 10:30 - 30/01/2023 10:45","BZN|NL","13683.87","14220.87"
"30/01/2023 10:45 - 30/01/2023 11:00","BZN|NL","13601.99","14111.02"
"30/01/2023 11:00 - 30/01/2023 11:15","BZN|NL","13527.94","14055.18"
"30/01/2023 11:15 - 30/01/2023 11:30","BZN|NL","13399.75","13917.90"
"30/01/2023 11:30 - 30/01/2023 11:45","BZN|NL","13399.85","13809.00"
"30/01/2023 11:45 - 30/01/2023 12:00","BZN|NL","13259.77","13761.56"
"30/01/2023 12:00 - 30/01/2023 12:15","BZN|NL","12991.91","13712.32"
"30/01/2023 12:15 - 30/01/2023 12:30","BZN|NL","12836.26","13654.20"
"30/01/2023 12:30 - 30/01/2023 12:45","BZN|NL","12703.67","13608.11"
"30/01/2023 12:45 - 30/01/2023 13:00","BZN|NL","12578.55","13599.05"
"30/01/2023 13:00 - 30/01/2023 13:15","BZN|NL","12540.00","13670.34"
"30/01/2023 13:15 - 30/01/2023 13:30","BZN|NL","12553.15","13666.49"
"30/01/2023 13:30 - 30/01/2023 13:45","BZN|NL","12454.71","13626.44"
"30/01/2023 13:45 - 30/01/2023 14:00","BZN|NL","12519.22","13768.91"
"30/01/2023 14:00 - 30/01/2023 14:15","BZN|NL","12669.68","13796.91"
"30/01/2023 14:15 - 30/01/2023 14:30","BZN|NL","12808.43","13807.53"
"30/01/2023 14:30 - 30/01/2023 14:45","BZN|NL","12918.39","13877.36"
"30/01/2023 14:45 - 30/01/2023 15:00","BZN|NL","13014.92","13929.84"
"30/01/2023 15:00 - 30/01/2023 15:15","BZN|NL","13192.73","13953.14"
"30/01/2023 15:15 - 30/01/2023 15:30","BZN|NL","13389.41","13998.01"
"30/01/2023 15:30 - 30/01/2023 15:45","BZN|NL","13692.74","14154.77"
"30/01/2023 15:45 - 30/01/2023 16:00","BZN|NL","13906.33","14284.33"
"30/01/2023 16:00 - 30/01/2023 16:15","BZN|NL","14080.97","14328.58"
"30/01/2023 16:15 - 30/01/2023 16:30","BZN|NL","14306.59","14343.38"
"30/01/2023 16:30 - 30/01/2023 16:45","BZN|NL","14587.09","14347.31"
"30/01/2023 16:45 - 30/01/2023 17:00","BZN|NL","14912.39","14470.59"
"30/01/2023 17:00 - 30/01/2023 17:15","BZN|NL","15186.83","14708.36"
"30/01/2023 17:15 - 30/01/2023 17:30","BZN|NL","15629.86","15008.32"
"30/01/2023 17:30 - 30/01/2023 17:45","BZN|NL","15941.68","15158.62"
"30/01/2023 17:45 - 30/01/2023 18:00","BZN|NL","16099.35","15142.03"
"30/01/2023 18:00 - 30/01/2023 18:15","BZN|NL","15940.39","14926.46"
"30/01/2023 18:15 - 30/01/2023 18:30","BZN|NL","15680.04","14567.39"
"30/01/2023 18:30 - 30/01/2023 18:45","BZN|NL","15548.58","14287.32"
"30/01/2023 18:45 - 30/01/2023 19:00","BZN|NL","15467.21","14137.52"
"30/01/2023 19:00 - 30/01/2023 19:15","BZN|NL","15290.61","14007.41"
"30/01/2023 19:15 - 30/01/2023 19:30","BZN|NL","15124.60","13737.80"
"30/01/2023 19:30 - 30/01/2023 19:45","BZN|NL","14945.09","13505.27"
"30/01/2023 19:45 - 30/01/2023 20:00","BZN|NL","14830.63","13345.32"
"30/01/2023 20:00 - 30/01/2023 20:15","BZN|NL","14589.70","13230.29"
"30/01/2023 20:15 - 30/01/2023 20:30","BZN|NL","14393.52","13052.27"
"30/01/2023 20:30 - 30/01/2023 20:45","BZN|NL","14194.68","12910.82"
"30/01/2023 20:45 - 30/01/2023 21:00","BZN|NL","14051.36","12764.94"
"30/01/2023 21:00 - 30/01/2023 21:15","BZN|NL","13775.68","12626.50"
"30/01/2023 21:15 - 30/01/2023 21:30","BZN|NL","13622.41","12494.11"
"30/01/2023 21:30 - 30/01/2023 21:45","BZN|NL","13429.63","12334.76"
"30/01/2023 21:45 - 30/01/2023 22:00","BZN|NL","13193.05","12201.88"
"30/01/2023 22:00 - 30/01/2023 22:15","BZN|NL","12904.61","12100.37"
"30/01/2023 22:15 - 30/01/2023 22:30","BZN|NL","12716.89","11974.55"
"30/01/2023 22:30 - 30/01/2023 22:45","BZN|NL","12445.46","11840.92"
"30/01/2023 22:45 - 30/01/2023 23:00","BZN|NL","12264.99","11639.10"
"30/01/2023 23:00 - 30/01/2023 23:15","BZN|NL","12033.91","11489.43"
"30/01/2023 23:15 - 30/01/2023 23:30","BZN|NL","11846.92","11405.54"
"30/01/2023 23:30 - 30/01/2023 23:45","BZN|NL","11678.93","11263.80"
"30/01/2023 23:45 - 31/01/2023 00:00","BZN|NL","11456.64","11102.86"
"31/01/2023 00:00 - 31/01/2023 00:15","BZN|NL","11311.03","11035.71"
"31/01/2023 00:15 - 31/01/2023 00:30","BZN|NL","11230.30","11047.31"
"31/01/2023 00:30 - 31/01/2023 00:45","BZN|NL","11017.40","10946.69"
"31/01/2023 00:45 - 31/01/2023 01:00","BZN|NL","10880.05","10801.96"
"31/01/2023 01:00 - 31/01/2023 01:15","BZN|NL","10979.48","10702.24"
"31/01/2023 01:15 - 31/01/2023 01:30","BZN|NL","10987.61","10654.22"
"31/01/2023 01:30 - 31/01/2023 01:45","BZN|NL","10896.45","10578.50"
"31/01/2023 01:45 - 31/01/2023 02:00","BZN|NL","10813.57","10507.37"
"31/01/2023 02:00 - 31/01/2023 02:15","BZN|NL","10737.29","10452.86"
"31/01/2023 02:15 - 31/01/2023 02:30","BZN|NL","10623.92","10419.65"
"31/01/2023 02:30 - 31/01/2023 02:45","BZN|NL","10592.13","10396.06"
"31/01/2023 02:45 - 31/01/2023 03:00","BZN|NL","10527.01","10380.16"
"31/01/2023 03:00 - 31/01/2023 03:15","BZN|NL","10500.92","10350.98"
"31/01/2023 03:15 - 31/01/2023 03:30","BZN|NL","10504.05","10321.94"
"31/01/2023 03:30 - 31/01/2023 03:45","BZN|NL","10415.57","10281.81"
"31/01/2023 03:45 - 31/01/2023 04:00","BZN|NL","10341.83","10241.74"
"31/01/2023 04:00 - 31/01/2023 04:15","BZN|NL","10362.37","10240.53"
"31/01/2023 04:15 - 31/01/2023 04:30","BZN|NL","10373.43","10283.53"
"31/01/2023 04:30 - 31/01/2023 04:45","BZN|NL","10441.64","10340.62"
"31/01/2023 04:45 - 31/01/2023 05:00","BZN|NL","10500.65","10406.93"
"31/01/2023 05:00 - 31/01/2023 05:15","BZN|NL","10567.91","10492.60"
"31/01/2023 05:15 - 31/01/2023 05:30","BZN|NL","10655.66","10585.05"
"31/01/2023 05:30 - 31/01/2023 05:45","BZN|NL","10846.60","10708.51"
"31/01/2023 05:45 - 31/01/2023 06:00","BZN|NL","10965.45","10864.51"
"31/01/2023 06:00 - 31/01/2023 06:15","BZN|NL","11304.99","11034.05"
"31/01/2023 06:15 - 31/01/2023 06:30","BZN|NL","11670.57","11340.13"
"31/01/2023 06:30 - 31/01/2023 06:45","BZN|NL","11977.31","11625.32"
"31/01/2023 06:45 - 31/01/2023 07:00","BZN|NL","12301.82","11900.41"
"31/01/2023 07:00 - 31/01/2023 07:15","BZN|NL","12869.43","12236.81"
"31/01/2023 07:15 - 31/01/2023 07:30","BZN|NL","13308.35","12747.92"
"31/01/2023 07:30 - 31/01/2023 07:45","BZN|NL","13717.63","13218.71"
"31/01/2023 07:45 - 31/01/2023 08:00","BZN|NL","14075.45","13625.79"
"31/01/2023 08:00 - 31/01/2023 08:15","BZN|NL","14432.85","13978.82"
"31/01/2023 08:15 - 31/01/2023 08:30","BZN|NL","14541.59","14223.48"
"31/01/2023 08:30 - 31/01/2023 08:45","BZN|NL","14692.82","14363.82"
"31/01/2023 08:45 - 31/01/2023 09:00","BZN|NL","14860.94","14453.79"
"31/01/2023 09:00 - 31/01/2023 09:15","BZN|NL","14947.98","14517.53"
"31/01/2023 09:15 - 31/01/2023 09:30","BZN|NL","14964.03","14544.13"
"31/01/2023 09:30 - 31/01/2023 09:45","BZN|NL","14907.30","14469.24"
"31/01/2023 09:45 - 31/01/2023 10:00","BZN|NL","14793.40","14383.34"
"31/01/2023 10:00 - 31/01/2023 10:15","BZN|NL","14542.67","14270.56"
"31/01/2023 10:15 - 31/01/2023 10:30","BZN|NL","14372.26","14091.75"
"31/01/2023 10:30 - 31/01/2023 10:45","BZN|NL","14225.67","13836.21"
"31/01/2023 10:45 - 31/01/2023 11:00","BZN|NL","14228.75","13665.61"
"31/01/2023 11:00 - 31/01/2023 11:15","BZN|NL","14203.63","13516.02"
"31/01/2023 11:15 - 31/01/2023 11:30","BZN|NL","14248.79","13307.84"
"31/01/2023 11:30 - 31/01/2023 11:45","BZN|NL","14279.59","13114.63"
"31/01/2023 11:45 - 31/01/2023 12:00","BZN|NL","14363.08","12963.29"
"31/01/2023 12:00 - 31/01/2023 12:15","BZN|NL","14361.67","12838.86"
"31/01/2023 12:15 - 31/01/2023 12:30","BZN|NL","14384.15","12697.11"
"31/01/2023 12:30 - 31/01/2023 12:45","BZN|NL","14276.72","12608.34"
"31/01/2023 12:45 - 31/01/2023 13:00","BZN|NL","14242.55","12532.57"
"31/01/2023 13:00 - 31/01/2023 13:15","BZN|NL","14153.15","12464.36"
"31/01/2023 13:15 - 31/01/2023 13:30","BZN|NL","14055.97","12529.47"
"31/01/2023 13:30 - 31/01/2023 13:45","BZN|NL","13925.27","12650.35"
"31/01/2023 13:45 - 31/01/2023 14:00","BZN|NL","13754.54","12743.46"
"31/01/2023 14:00 - 31/01/2023 14:15","BZN|NL","13618.83","12801.09"
"31/01/2023 14:15 - 31/01/2023 14:30","BZN|NL","13563.29","12882.64"
"31/01/2023 14:30 - 31/01/2023 14:45","BZN|NL","13583.71","12927.22"
"31/01/2023 14:45 - 31/01/2023 15:00","BZN|NL","13718.23","13066.69"
"31/01/2023 15:00 - 31/01/2023 15:15","BZN|NL","13755.57","13179.72"
"31/01/2023 15:15 - 31/01/2023 15:30","BZN|NL","13852.41","13382.38"
"31/01/2023 15:30 - 31/01/2023 15:45","BZN|NL","14059.45","13551.39"
"31/01/2023 15:45 - 31/01/2023 16:00","BZN|NL","14220.70","13660.11"
"31/01/2023 16:00 - 31/01/2023 16:15","BZN|NL","14324.48","13846.96"
"31/01/2023 16:15 - 31/01/2023 16:30","BZN|NL","14439.75","13844.36"
"31/01/2023 16:30 - 31/01/2023 16:45","BZN|NL","14611.78","14007.01"
"31/01/2023 16:45 - 31/01/2023 17:00","BZN|NL","14926.91","14194.06"
"31/01/2023 17:00 - 31/01/2023 17:15","BZN|NL","15240.00","14397.51"
"31/01/2023 17:15 - 31/01/2023 17:30","BZN|NL","15608.69","14582.88"
"31/01/2023 17:30 - 31/01/2023 17:45","BZN|NL","15893.24","14807.86"
"31/01/2023 17:45 - 31/01/2023 18:00","BZN|NL","16065.55","14860.68"
"31/01/2023 18:00 - 31/01/2023 18:15","BZN|NL","15897.44","14756.74"
"31/01/2023 18:15 - 31/01/2023 18:30","BZN|NL","15639.28","14532.48"
"31/01/2023 18:30 - 31/01/2023 18:45","BZN|NL","15480.89","14290.05"
"31/01/2023 18:45 - 31/01/2023 19:00","BZN|NL","15354.31","14112.75"
"31/01/2023 19:00 - 31/01/2023 19:15","BZN|NL","15191.11","14008.03"
"31/01/2023 19:15 - 31/01/2023 19:30","BZN|NL","15049.47","13857.32"
"31/01/2023 19:30 - 31/01/2023 19:45","BZN|NL","14848.00","13682.45"
"31/01/2023 19:45 - 31/01/2023 20:00","BZN|NL","14730.42","13568.73"
"31/01/2023 20:00 - 31/01/2023 20:15","BZN|NL","14597.57","13499.62"
"31/01/2023 20:15 - 31/01/2023 20:30","BZN|NL","14387.31","13345.91"
"31/01/2023 20:30 - 31/01/2023 20:45","BZN|NL","14203.46","13131.41"
"31/01/2023 20:45 - 31/01/2023 21:00","BZN|NL","13994.03","12977.49"
"31/01/2023 21:00 - 31/01/2023 21:15","BZN|NL","13740.81","12856.83"
"31/01/2023 21:15 - 31/01/2023 21:30","BZN|NL","13555.77","12768.70"
"31/01/2023 21:30 - 31/01/2023 21:45","BZN|NL","13348.08","12610.37"
"31/01/2023 21:45 - 31/01/2023 22:00","BZN|NL","13139.20","12450.99"
"31/01/2023 22:00 - 31/01/2023 22:15","BZN|NL","12869.67","12350.57"
"31/01/2023 22:15 - 31/01/2023 22:30","BZN|NL","12688.16","12271.65"
"31/01/2023 22:30 - 31/01/2023 22:45","BZN|NL","12463.41","12131.86"
"31/01/2023 22:45 - 31/01/2023 23:00","BZN|NL","12220.12","11917.90"
"31/01/2023 23:00 - 31/01/2023 23:15","BZN|NL","12041.40","11783.26"
"31/01/2023 23:15 - 31/01/2023 23:30","BZN|NL","11919.73","11689.01"
"31/01/2023 23:30 - 31/01/2023 23:45","BZN|NL","11716.92","11529.96"
"31/01/2023 23:45 - 01/02/2023 00:00","BZN|NL","11536.60","11367.19"
"01/02/2023 00:00 - 01/02/2023 00:15","BZN|NL","11474.16","11792.24"
"01/02/2023 00:15 - 01/02/2023 00:30","BZN|NL","11415.66","11784.56"
"01/02/2023 00:30 - 01/02/2023 00:45","BZN|NL","11254.11","11714.08"
"01/02/2023 00:45 - 01/02/2023 01:00","BZN|NL","11136.14","11577.51"
"01/02/2023 01:00 - 01/02/2023 01:15","BZN|NL","10995.71","11462.36"
"01/02/2023 01:15 - 01/02/2023 01:30","BZN|NL","10902.33","11361.83"
"01/02/2023 01:30 - 01/02/2023 01:45","BZN|NL","10796.44","11277.96"
"01/02/2023 01:45 - 01/02/2023 02:00","BZN|NL","10696.31","11209.33"
"01/02/2023 02:00 - 01/02/2023 02:15","BZN|NL","10661.91","11135.98"
"01/02/2023 02:15 - 01/02/2023 02:30","BZN|NL","10569.35","11072.67"
"01/02/2023 02:30 - 01/02/2023 02:45","BZN|NL","10515.52","11001.91"
"01/02/2023 02:45 - 01/02/2023 03:00","BZN|NL","10467.52","10945.75"
"01/02/2023 03:00 - 01/02/2023 03:15","BZN|NL","10458.00","10922.91"
"01/02/2023 03:15 - 01/02/2023 03:30","BZN|NL","10402.37","10903.02"
"01/02/2023 03:30 - 01/02/2023 03:45","BZN|NL","10371.69","10871.82"
"01/02/2023 03:45 - 01/02/2023 04:00","BZN|NL","10376.65","10851.05"
"01/02/2023 04:00 - 01/02/2023 04:15","BZN|NL","10372.32","10855.92"
"01/02/2023 04:15 - 01/02/2023 04:30","BZN|NL","10408.71","10893.48"
"01/02/2023 04:30 - 01/02/2023 04:45","BZN|NL","10416.37","10958.06"
"01/02/2023 04:45 - 01/02/2023 05:00","BZN|NL","10440.24","11034.89"
"01/02/2023 05:00 - 01/02/2023 05:15","BZN|NL","10574.20","11147.49"
"01/02/2023 05:15 - 01/02/2023 05:30","BZN|NL","10697.65","11266.17"
"01/02/2023 05:30 - 01/02/2023 05:45","BZN|NL","10889.69","11368.09"
"01/02/2023 05:45 - 01/02/2023 06:00","BZN|NL","11048.78","11489.87"
"01/02/2023 06:00 - 01/02/2023 06:15","BZN|NL","11421.40","11709.27"
"01/02/2023 06:15 - 01/02/2023 06:30","BZN|NL","11720.07","12002.05"
"01/02/2023 06:30 - 01/02/2023 06:45","BZN|NL","12051.19","12295.21"
"01/02/2023 06:45 - 01/02/2023 07:00","BZN|NL","12368.16","12565.13"
"01/02/2023 07:00 - 01/02/2023 07:15","BZN|NL","12879.22","12895.27"
"01/02/2023 07:15 - 01/02/2023 07:30","BZN|NL","13355.61","13363.44"
"01/02/2023 07:30 - 01/02/2023 07:45","BZN|NL","13782.93","13820.17"
"01/02/2023 07:45 - 01/02/2023 08:00","BZN|NL","14127.21","14185.63"
"01/02/2023 08:00 - 01/02/2023 08:15","BZN|NL","14369.48","14504.12"
"01/02/2023 08:15 - 01/02/2023 08:30","BZN|NL","14449.97","14793.45"
"01/02/2023 08:30 - 01/02/2023 08:45","BZN|NL","14635.02","14947.32"
"01/02/2023 08:45 - 01/02/2023 09:00","BZN|NL","14726.23","15087.80"
"01/02/2023 09:00 - 01/02/2023 09:15","BZN|NL","14622.38","15160.25"
"01/02/2023 09:15 - 01/02/2023 09:30","BZN|NL","14496.96","15081.28"
"01/02/2023 09:30 - 01/02/2023 09:45","BZN|NL","14318.45","14893.36"
"01/02/2023 09:45 - 01/02/2023 10:00","BZN|NL","14182.31","14690.17"
"01/02/2023 10:00 - 01/02/2023 10:15","BZN|NL","14073.80","14547.55"
"01/02/2023 10:15 - 01/02/2023 10:30","BZN|NL","14059.67","14222.86"
"01/02/2023 10:30 - 01/02/2023 10:45","BZN|NL","14013.15","13902.05"
"01/02/2023 10:45 - 01/02/2023 11:00","BZN|NL","14068.77","13597.98"
"01/02/2023 11:00 - 01/02/2023 11:15","BZN|NL","14123.53","13290.83"
"01/02/2023 11:15 - 01/02/2023 11:30","BZN|NL","14157.35","12977.56"
"01/02/2023 11:30 - 01/02/2023 11:45","BZN|NL","14162.05","12777.55"
"01/02/2023 11:45 - 01/02/2023 12:00","BZN|NL","14279.90","12675.52"
"01/02/2023 12:00 - 01/02/2023 12:15","BZN|NL","14277.49","12571.67"
"01/02/2023 12:15 - 01/02/2023 12:30","BZN|NL","14300.91","12424.11"
"01/02/2023 12:30 - 01/02/2023 12:45","BZN|NL","14245.48","12327.88"
"01/02/2023 12:45 - 01/02/2023 13:00","BZN|NL","14257.33","12343.25"
"01/02/2023 13:00 - 01/02/2023 13:15","BZN|NL","14285.98","12385.70"
"01/02/2023 13:15 - 01/02/2023 13:30","BZN|NL","14148.27","12428.75"
"01/02/2023 13:30 - 01/02/2023 13:45","BZN|NL","14027.63","12456.37"
